X,Y,C
174,29,0
410,88,1
897,79,2
604,95,3
626,89,3
652,46,3
315,60,4
165,35,0
92,99,0
547,66,3
565,66,3
786,65,2
614,23,3
645,78,3
94,29,0
470,5,1
361,17,1
651,77,3
116,6,0
74,20,0
375,5,1
452,94,1
384,8,1
642,99,3
616,24,3
228,95,4
828,56,2
284,49,4
280,5,4
290,28,4
109,39,0
680,72,3
884,19,2
49,13,0
474,31,1
387,8,1
29,54,0
784,11,2
411,62,1
379,71,1
136,35,0
851,19,2
204,65,4
570,49,3
489,85,1
635,37,3
354,37,4
42,74,0
397,84,1
528,24,1
591,89,3
225,86,4
655,10,3
284,53,4
841,85,2
523,48,1
312,2,4
697,74,3
615,97,3
536,39,3
327,38,4
236,55,4
569,72,3
434,33,1
368,9,1
542,45,3
305,72,4
111,77,0
420,88,1
115,70,0
619,11,3
767,97,2
596,11,3
401,46,1
344,74,4
764,48,2
252,7,4
566,39,3
632,56,3
41,19,0
34,100,0
818,42,2
129,72,0
222,8,4
756,98,2
323,67,4
412,80,1
710,22,3
173,81,0
838,14,2
670,65,3
237,15,4
260,90,4
879,64,2
128,11,0
11,52,0
58,12,0
281,62,4
749,18,2
831,18,2
693,57,3
508,30,1
672,71,3
411,46,1
444,42,1
202,85,4
258,20,4
547,9,3
405,71,1
72,61,0
130,41,0
162,17,0
501,21,1
517,26,1
253,96,4
670,75,3
345,76,4
889,29,2
374,5,1
286,4,4
399,55,1
233,33,4
389,55,1
444,1,1
361,49,1
802,66,2
186,46,4
461,1,1
133,98,0
591,77,3
732,84,2
639,66,3
757,4,2
187,80,4
644,92,3
512,90,1
358,93,1
688,88,3
537,26,3
80,84,0
198,47,4
536,81,3
707,66,3
498,13,1
94,83,0
588,72,3
650,70,3
775,19,2
279,56,4
706,51,3
454,80,1
794,24,2
312,48,4
648,60,3
632,35,3
82,39,0
467,12,1
104,80,0
455,13,1
528,99,1
38,17,0
432,19,1
288,44,4
641,13,3
678,98,3
834,69,2
204,95,4
860,4,2
261,69,4
837,38,2
460,82,1
676,34,3
48,94,0
130,17,0
690,83,3
765,90,2
11,93,0
811,94,2
672,12,3
504,52,1
582,59,3
583,45,3
857,90,2
190,13,4
452,42,1
755,77,2
573,46,3
659,26,3
478,50,1
535,19,1
303,52,4
867,72,2
316,29,4
546,15,3
396,8,1
359,35,1
836,66,2
424,34,1
369,50,1
513,79,1
695,13,3
886,87,2
250,46,4
710,57,3
257,19,4
53,59,0
414,48,1
204,69,4
689,84,3
126,56,0
507,25,1
80,89,0
876,54,2
276,45,4
441,82,1
230,33,4
446,6,1
662,82,3
611,75,3
410,37,1
479,89,1
668,59,3
474,64,1
432,57,1
463,26,1
862,7,2
788,61,2
764,46,2
119,11,0
452,81,1
182,35,4
569,12,3
809,21,2
487,84,1
197,68,4
262,68,4
678,45,3
720,75,2
249,77,4
845,79,2
561,89,3
550,54,3
182,73,4
899,62,2
832,43,2
594,83,3
878,56,2
659,3,3
102,85,0
159,9,0
573,83,3
567,84,3
531,38,1
420,9,1
423,45,1
29,72,0
703,2,3
185,97,4
796,4,2
124,39,0
705,58,3
438,4,1
149,6,0
873,27,2
182,27,4
413,66,1
203,62,4
769,63,2
639,35,3
510,62,1
146,39,0
217,27,4
25,31,0
550,2,3
473,57,1
778,98,2
228,96,4
729,96,2
529,52,1
731,52,2
219,63,4
154,71,0
365,62,1
563,20,3
427,55,1
529,20,1
326,28,4
382,89,1
395,90,1
267,91,4
249,81,4
314,60,4
437,1,1
467,78,1
68,26,0
496,63,1
441,7,1
287,46,4
699,19,3
24,78,0
3,34,0
333,15,4
377,45,1
294,26,4
123,52,0
286,69,4
459,10,1
870,52,2
125,34,0
294,58,4
392,32,1
1,18,0
859,78,2
654,66,3
759,74,2
703,66,3
146,57,0
339,62,4
667,16,3
477,54,1
392,52,1
197,8,4
895,56,2
896,8,2
328,58,4
143,43,0
191,87,4
635,69,3
465,94,1
211,69,4
777,36,2
494,6,1
332,9,4
300,62,4
657,1,3
637,84,3
728,48,2
45,8,0
837,73,2
630,38,3
798,73,2
362,76,1
472,44,1
848,95,2
550,5,3
369,37,1
856,25,2
605,66,3
340,83,4
809,74,2
32,30,0
894,86,2
37,21,0
136,3,0
561,77,3
460,100,1
422,52,1
592,66,3
57,16,0
73,64,0
407,36,1
547,33,3
251,49,4
2,57,0
28,75,0
464,60,1
224,63,4
689,6,3
587,26,3
810,51,2
851,21,2
727,88,2
306,52,4
267,21,4
414,76,1
513,98,1
473,37,1
601,48,3
704,27,3
425,78,1
559,1,3
110,88,0
508,52,1
847,24,2
886,65,2
616,10,3
808,20,2
431,19,1
55,60,0
232,5,4
504,51,1
886,15,2
767,93,2
424,99,1
518,65,1
9,99,0
389,66,1
796,18,2
609,92,3
466,93,1
208,81,4
214,40,4
659,80,3
111,46,0
515,64,1
205,86,4
667,23,3
560,64,3
283,61,4
532,4,1
20,57,0
841,7,2
748,30,2
196,13,4
52,35,0
113,61,0
740,50,2
738,91,2
69,47,0
392,24,1
426,69,1
827,39,2
779,97,2
190,51,4
20,69,0
101,88,0
108,82,0
579,17,3
463,14,1
765,23,2
653,73,3
353,50,4
744,67,2
67,66,0
229,30,4
29,47,0
222,54,4
450,8,1
67,29,0
352,27,4
808,88,2
347,17,4
129,62,0
145,89,0
843,88,2
38,15,0
31,96,0
800,83,2
296,58,4
440,39,1
553,8,3
682,67,3
834,90,2
493,4,1
420,97,1
404,30,1
373,85,1
679,31,3
43,15,0
669,23,3
704,44,3
805,75,2
319,10,4
869,79,2
94,88,0
765,15,2
648,89,3
723,66,2
297,93,4
32,72,0
182,74,4
351,25,4
813,91,2
546,27,3
162,100,0
827,31,2
857,40,2
490,41,1
544,2,3
558,95,3
141,78,0
413,27,1
773,63,2
126,97,0
825,65,2
611,22,3
400,85,1
782,77,2
450,59,1
322,13,4
668,84,3
502,32,1
135,47,0
525,30,1
131,9,0
98,59,0
544,64,3
620,56,3
359,23,1
44,40,0
622,3,3
2,20,0
453,73,1
759,58,2
438,47,1
680,55,3
897,82,2
590,13,3
244,54,4
50,41,0
778,63,2
285,75,4
16,68,0
342,88,4
107,6,0
565,89,3
400,71,1
776,63,2
405,39,1
106,50,0
187,49,4
534,91,1
729,17,2
502,50,1
155,59,0
500,100,1
316,63,4
496,21,1
491,11,1
482,25,1
580,82,3
172,92,0
575,70,3
454,1,1
510,75,1
668,70,3
445,87,1
149,25,0
102,95,0
383,80,1
873,42,2
257,41,4
457,71,1
743,33,2
54,95,0
351,44,4
295,23,4
357,24,1
251,78,4
552,74,3
862,95,2
4,68,0
548,97,3
673,82,3
59,98,0
23,76,0
880,13,2
585,52,3
820,14,2
310,69,4
420,36,1
50,52,0
351,51,4
755,73,2
594,23,3
716,61,3
230,36,4
74,63,0
854,71,2
413,38,1
364,43,1
683,31,3
13,83,0
296,57,4
524,95,1
761,86,2
163,63,0
374,22,1
123,74,0
97,73,0
33,96,0
257,84,4
397,21,1
495,95,1
343,52,4
316,93,4
714,23,3
561,37,3
745,63,2
56,74,0
57,37,0
234,14,4
614,27,3
132,54,0
741,40,2
435,80,1
857,61,2
142,67,0
240,22,4
540,66,3
415,36,1
692,38,3
545,94,3
199,63,4
289,64,4
626,69,3
722,30,2
308,66,4
247,66,4
615,89,3
605,32,3
626,38,3
846,30,2
590,12,3
900,98,2
587,11,3
632,38,3
115,87,0
283,36,4
91,64,0
736,67,2
72,27,0
718,37,2
876,79,2
98,95,0
512,91,1
235,62,4
681,49,3
2,98,0
550,33,3
627,6,3
641,18,3
247,1,4
30,82,0
406,70,1
394,18,1
626,63,3
714,51,3
91,64,0
30,64,0
778,22,2
661,76,3
397,67,1
567,28,3
869,65,2
664,9,3
759,9,2
682,34,3
415,35,1
710,81,3
869,86,2
462,41,1
79,47,0
71,69,0
259,2,4
389,77,1
443,96,1
712,1,3
273,97,4
804,65,2
565,4,3
763,56,2
838,2,2
255,52,4
344,93,4
879,11,2
326,76,4
582,41,3
400,75,1
879,24,2
206,46,4
631,12,3
152,82,0
129,61,0
308,12,4
706,33,3
201,75,4
617,43,3
863,95,2
181,57,4
243,70,4
648,71,3
636,25,3
744,14,2
111,9,0
736,32,2
28,6,0
606,39,3
346,17,4
557,88,3
142,26,0
379,20,1
493,96,1
398,53,1
278,77,4
502,32,1
531,37,1
180,29,4
81,34,0
337,28,4
255,28,4
853,79,2
626,40,3
896,45,2
26,55,0
115,90,0
720,44,2
748,68,2
523,70,1
357,9,1
426,4,1
705,93,3
577,68,3
256,34,4
295,32,4
241,9,4
843,39,2
723,89,2
587,67,3
735,16,2
650,13,3
452,86,1
513,46,1
729,96,2
833,59,2
759,77,2
562,100,3
320,3,4
601,43,3
238,26,4
835,95,2
43,29,0
554,28,3
300,82,4
91,15,0
377,11,1
660,45,3
172,88,0
706,4,3
23,41,0
473,100,1
521,72,1
720,14,2
696,56,3
571,64,3
375,18,1
148,32,0
759,61,2
586,32,3
575,5,3
538,95,3
514,89,1
551,68,3
337,34,4
445,5,1
314,25,4
164,27,0
435,63,1
552,78,3
460,73,1
653,22,3
76,31,0
241,46,4
175,72,0
200,8,4
381,23,1
221,97,4
419,97,1
396,5,1
271,80,4
74,50,0
781,67,2
259,80,4
563,73,3
282,90,4
321,16,4
36,6,0
822,14,2
754,84,2
40,37,0
369,99,1
245,44,4
315,30,4
653,27,3
595,90,3
201,56,4
228,13,4
600,22,3
463,71,1
113,34,0
443,16,1
138,65,0
792,63,2
339,6,4
698,9,3
29,61,0
169,71,0
290,76,4
335,50,4
331,15,4
768,62,2
508,35,1
147,23,0
517,78,1
590,61,3
664,47,3
563,84,3
611,47,3
437,14,1
507,72,1
638,41,3
181,31,4
657,5,3
434,20,1
333,52,4
780,81,2
653,26,3
159,72,0
187,3,4
449,98,1
812,46,2
624,100,3
223,76,4
120,33,0
585,70,3
276,17,4
289,44,4
179,100,4
473,62,1
470,89,1
749,42,2
776,99,2
290,99,4
595,45,3
217,16,4
815,58,2
71,88,0
620,26,3
633,70,3
291,25,4
641,55,3
31,68,0
248,22,4
808,22,2
317,68,4
243,57,4
761,14,2
476,5,1
310,85,4
469,14,1
635,100,3
251,45,4
61,92,0
194,14,4
512,33,1
281,43,4
503,76,1
134,68,0
808,75,2
225,64,4
770,68,2
207,9,4
786,16,2
34,44,0
142,95,0
360,86,1
60,88,0
603,1,3
765,48,2
853,78,2
49,89,0
465,42,1
704,77,3
703,27,3
28,60,0
153,45,0
362,98,1
238,68,4
509,13,1
582,84,3
41,74,0
550,72,3
114,62,0
859,37,2
259,5,4
464,15,1
769,59,2
823,91,2
459,65,1
896,41,2
840,26,2
569,68,3
23,58,0
607,83,3
583,1,3
459,86,1
103,50,0
80,62,0
851,18,2
750,75,2
513,44,1
28,30,0
475,97,1
266,22,4
653,33,3
429,42,1
590,77,3
664,80,3
4,89,0
18,34,0
564,61,3
73,99,0
665,42,3
794,69,2
569,84,3
185,48,4
475,38,1
830,44,2
442,57,1
384,55,1
21,6,0
680,65,3
682,20,3
321,83,4
21,64,0
747,17,2
499,18,1
823,26,2
590,68,3
549,40,3
156,31,0
127,62,0
669,73,3
650,57,3
227,41,4
294,71,4
742,55,2
748,21,2
820,86,2
284,66,4
632,11,3
132,33,0
496,38,1
78,88,0
312,99,4
140,20,0
866,75,2
597,24,3
344,26,4
291,56,4
34,34,0
600,57,3
92,78,0
132,36,0
45,12,0
696,28,3
292,32,4
653,25,3
141,85,0
91,92,0
589,5,3
829,20,2
721,23,2
829,15,2
270,23,4
614,58,3
410,33,1
276,93,4
61,78,0
645,89,3
163,38,0
184,72,4
188,39,4
146,45,0
62,54,0
841,1,2
66,92,0
350,55,4
159,41,0
808,25,2
742,68,2
794,19,2
759,45,2
687,36,3
395,72,1
8,29,0
609,26,3
355,49,4
647,30,3
303,22,4
689,9,3
630,7,3
579,32,3
334,92,4
382,78,1
841,65,2
544,43,3
739,36,2
89,44,0
541,90,3
194,99,4
767,81,2
328,93,4
595,72,3
879,98,2
543,35,3
706,61,3
623,43,3
519,36,1
192,74,4
152,51,0
277,19,4
120,86,0
459,43,1
689,81,3
573,50,3
818,86,2
473,3,1
340,82,4
312,23,4
35,17,0
847,61,2
698,64,3
11,52,0
456,95,1
854,13,2
521,79,1
582,52,3
809,6,2
479,40,1
613,62,3
456,99,1
718,92,2
471,13,1
836,92,2
749,29,2
843,90,2
311,62,4
463,25,1
446,7,1
16,89,0
705,99,3
498,42,1
747,45,2
571,18,3
802,8,2
410,8,1
20,31,0
416,42,1
557,16,3
256,98,4
688,17,3
762,57,2
311,53,4
205,85,4
497,32,1
693,65,3
104,1,0
544,55,3
684,75,3
793,98,2
181,83,4
482,49,1
848,64,2
443,85,1
552,64,3
899,9,2
582,29,3
221,86,4
647,31,3
563,53,3
626,46,3
317,69,4
189,43,4
268,61,4
79,78,0
530,18,1
125,16,0
293,66,4
16,76,0
497,77,1
697,35,3
45,38,0
807,13,2
575,30,3
111,99,0
147,31,0
890,33,2
541,24,3
438,97,1
534,29,1
391,32,1
437,4,1
328,96,4
398,52,1
165,46,0
390,45,1
617,12,3
635,15,3
328,6,4
598,55,3
149,51,0
685,52,3
832,86,2
111,97,0
73,88,0
808,72,2
883,100,2
78,89,0
157,81,0
764,10,2
577,30,3
105,94,0
121,24,0
523,80,1
310,6,4
532,94,1
630,82,3
61,2,0
3,8,0
479,33,1
707,48,3
739,99,2
455,63,1
526,33,1
844,97,2
283,63,4
118,44,0
862,83,2
586,16,3
298,55,4
349,63,4
560,91,3
10,77,0
50,18,0
794,60,2
293,74,4
386,40,1
306,60,4
409,24,1
327,42,4
736,95,2
213,53,4
118,85,0
265,84,4
391,77,1
640,90,3
26,95,0
171,43,0
204,27,4
537,74,3
247,96,4
63,3,0
162,30,0
653,56,3
358,87,1
179,26,4
259,31,4
92,60,0
759,40,2
96,98,0
444,11,1
123,24,0
431,27,1
744,6,2
447,32,1
186,28,4
52,77,0
223,28,4
2,64,0
686,98,3
20,47,0
140,2,0
857,9,2
1,79,0
461,14,1
394,64,1
44,18,0
480,8,1
845,62,2
174,96,0
167,65,0
684,49,3
269,73,4
256,39,4
675,1,3
599,8,3
193,19,4
36,3,0
577,32,3
674,93,3
824,47,2
726,70,2
260,84,4
867,2,2
738,82,2
477,60,1
251,90,4
670,23,3
758,3,2
320,76,4
787,55,2
120,39,0
762,16,2
580,11,3
73,32,0
800,14,2
397,8,1
723,97,2
168,56,0
577,9,3
332,41,4
122,6,0
794,25,2
272,88,4
629,87,3
759,58,2
67,40,0
302,22,4
310,81,4
733,18,2
55,49,0
869,80,2
310,76,4
135,45,0
155,63,0
217,1,4
354,73,4
753,21,2
329,85,4
334,36,4
807,79,2
750,12,2
74,22,0
494,8,1
135,93,0
442,93,1
239,63,4
628,3,3
688,16,3
181,44,4
323,55,4
622,2,3
576,27,3
863,33,2
283,91,4
508,73,1
49,66,0
42,68,0
878,41,2
850,17,2
611,10,3
475,34,1
754,78,2
893,65,2
523,8,1
24,93,0
807,39,2
561,45,3
258,36,4
88,47,0
99,77,0
781,67,2
759,36,2
844,92,2
79,54,0
46,15,0
774,44,2
525,6,1
121,35,0
481,61,1
852,5,2
369,46,1
387,66,1
310,42,4
447,16,1
436,60,1
9,60,0
104,57,0
639,70,3
816,65,2
316,33,4
603,65,3
67,51,0
280,12,4
342,51,4
260,21,4
705,79,3
34,89,0
222,80,4
128,90,0
666,92,3
575,86,3
95,93,0
704,11,3
634,85,3
154,15,0
533,89,1
133,51,0
648,18,3
71,10,0
756,15,2
27,98,0
535,13,1
370,83,1
54,65,0
777,3,2
827,73,2
667,31,3
593,38,3
600,59,3
837,67,2
629,88,3
301,16,4
249,80,4
691,28,3
700,17,3
856,38,2
99,33,0
484,76,1
315,78,4
814,11,2
270,45,4
269,81,4
761,62,2
653,96,3
468,23,1
415,91,1
282,91,4
517,47,1
133,55,0
327,21,4
27,28,0
514,86,1
651,20,3
831,4,2
591,60,3
826,47,2
338,65,4
519,44,1
180,20,4
77,47,0
8,100,0
250,34,4
460,22,1
349,62,4
756,6,2
318,5,4
343,1,4
496,71,1
42,83,0
618,99,3
501,16,1
604,1,3
804,12,2
333,50,4
144,34,0
807,30,2
700,21,3
388,53,1
269,98,4
336,88,4
707,33,3
442,29,1
322,91,4
308,18,4
279,29,4
213,32,4
273,43,4
369,23,1
341,39,4
31,66,0
578,11,3
694,40,3
171,22,0
250,29,4
621,62,3
306,59,4
193,99,4
898,5,2
200,48,4
475,73,1
860,95,2
95,49,0
215,64,4
59,35,0
864,7,2
329,92,4
462,16,1
179,87,4
643,86,3
276,92,4
333,72,4
142,13,0
859,61,2
662,46,3
579,68,3
302,90,4
384,49,1
793,42,2
559,46,3
828,99,2
61,55,0
555,59,3
230,82,4
211,23,4
31,41,0
55,26,0
335,29,4
135,21,0
707,85,3
242,24,4
756,57,2
336,51,4
553,78,3
701,21,3
722,81,2
472,26,1
578,38,3
685,93,3
89,57,0
96,30,0
423,46,1
602,52,3
448,69,1
534,21,1
173,99,0
287,9,4
111,70,0
73,49,0
576,40,3
840,28,2
462,45,1
589,88,3
353,75,4
806,31,2
542,97,3
354,35,4
128,55,0
656,9,3
863,27,2
612,5,3
467,53,1
549,95,3
825,84,2
300,98,4
219,52,4
194,31,4
459,100,1
414,19,1
603,18,3
738,80,2
249,95,4
91,10,0
426,29,1
709,14,3
97,66,0
158,73,0
891,100,2
120,9,0
692,61,3
720,2,2
621,95,3
742,89,2
392,62,1
886,31,2
73,4,0
314,44,4
69,48,0
234,32,4
854,99,2
322,61,4
697,89,3
809,23,2
357,51,1
609,71,3
279,42,4
105,67,0
295,83,4
365,61,1
311,5,4
321,27,4
423,72,1
246,5,4
572,57,3
632,77,3
183,82,4
359,100,1
39,14,0
627,31,3
218,22,4
3,32,0
372,76,1
652,12,3
795,36,2
70,17,0
117,50,0
117,96,0
415,64,1
739,8,2
722,82,2
79,5,0
367,4,1
126,97,0
202,17,4
43,59,0
691,57,3
70,46,0
794,15,2
340,15,4
473,58,1
527,60,1
180,5,4
197,14,4
868,76,2
256,16,4
62,64,0
227,33,4
692,9,3
33,30,0
613,16,3
81,70,0
629,72,3
263,81,4
273,9,4
528,30,1
652,17,3
685,100,3
376,52,1
473,35,1
885,51,2
367,51,1
455,28,1
142,49,0
506,25,1
705,60,3
710,73,3
866,61,2
26,78,0
630,19,3
392,92,1
303,36,4
340,44,4
219,45,4
416,59,1
22,21,0
619,37,3
307,74,4
73,44,0
313,14,4
186,3,4
732,74,2
193,24,4
279,66,4
552,11,3
512,78,1
453,23,1
699,14,3
530,26,1
351,33,4
482,17,1
376,80,1
695,50,3
91,91,0
802,16,2
269,86,4
40,4,0
467,81,1
604,62,3
499,59,1
431,37,1
358,20,1
361,85,1
674,99,3
106,59,0
582,87,3
748,67,2
124,47,0
279,56,4
208,25,4
223,100,4
575,20,3
55,15,0
429,25,1
604,88,3
50,85,0
629,12,3
477,32,1
446,14,1
534,70,1
851,66,2
539,92,3
81,87,0
631,35,3
666,31,3
326,62,4
620,46,3
396,42,1
245,17,4
626,21,3
404,98,1
691,12,3
864,23,2
671,10,3
686,18,3
677,54,3
85,88,0
48,48,0
830,72,2
778,55,2
286,83,4
752,71,2
254,36,4
845,99,2
784,84,2
211,42,4
25,100,0
87,35,0
393,95,1
44,80,0
281,20,4
227,54,4
137,89,0
513,42,1
555,30,3
439,93,1
586,28,3
721,95,2
641,16,3
715,25,3
729,88,2
897,94,2
164,15,0
502,26,1
187,43,4
324,34,4
451,27,1
97,2,0
476,40,1
477,80,1
694,12,3
548,31,3
506,100,1
57,71,0
691,98,3
84,4,0
755,12,2
43,42,0
794,61,2
505,23,1
90,25,0
243,36,4
124,70,0
111,91,0
805,63,2
83,94,0
249,83,4
215,27,4
1,65,0
414,100,1
183,84,4
876,41,2
53,3,0
32,64,0
581,62,3
658,21,3
214,85,4
443,33,1
609,22,3
26,83,0
363,31,1
161,17,0
696,55,3
349,26,4
219,17,4
729,56,2
813,42,2
782,32,2
417,65,1
123,15,0
113,16,0
311,12,4
571,26,3
727,37,2
18,11,0
372,41,1
350,4,4
603,66,3
683,27,3
763,99,2
102,81,0
884,29,2
762,19,2
172,21,0
277,67,4
876,18,2
670,73,3
544,80,3
474,48,1
783,98,2
93,60,0
323,81,4
173,88,0
304,15,4
413,88,1
393,7,1
72,87,0
244,64,4
442,86,1
726,74,2
35,55,0
657,74,3
877,100,2
463,19,1
302,26,4
807,72,2
611,16,3
177,84,0
10,29,0
608,49,3
791,35,2
100,91,0
479,100,1
429,59,1
133,3,0
288,3,4
236,4,4
706,10,3
73,61,0
725,56,2
299,50,4
770,66,2
849,98,2
738,97,2
62,30,0
207,69,4
619,55,3
286,77,4
774,67,2
183,10,4
670,21,3
421,32,1
281,67,4
324,6,4
358,23,1
785,4,2
362,50,1
441,55,1
530,25,1
437,95,1
459,54,1
587,20,3
532,91,1
819,42,2
686,71,3
511,97,1
497,52,1
166,84,0
665,46,3
20,19,0
402,79,1
815,7,2
845,59,2
830,11,2
101,68,0
100,96,0
257,16,4
282,26,4
53,13,0
36,17,0
80,27,0
518,10,1
256,92,4
592,17,3
892,88,2
313,30,4
748,46,2
323,7,4
634,75,3
643,39,3
558,83,3
797,79,2
177,9,0
643,30,3
900,6,2
256,42,4
534,89,1
685,27,3
176,47,0
474,15,1
886,60,2
147,44,0
335,35,4
554,35,3
570,96,3
307,36,4
401,80,1
899,11,2
161,17,0
67,78,0
596,94,3
433,51,1
748,63,2
352,5,4
409,61,1
281,76,4
823,87,2
134,47,0
179,94,4
665,25,3
656,27,3
858,16,2
4,97,0
444,8,1
127,6,0
772,89,2
836,93,2
536,39,3
392,17,1
570,32,3
696,38,3
852,28,2
368,2,1
194,12,4
399,64,1
117,25,0
683,12,3
46,15,0
237,47,4
512,84,1
94,37,0
712,7,3
380,86,1
691,8,3
457,37,1
37,72,0
755,40,2
463,17,1
730,15,2
470,69,1
469,56,1
364,45,1
594,7,3
737,71,2
509,51,1
476,78,1
890,10,2
475,4,1
354,97,4
573,78,3
233,19,4
195,80,4
413,87,1
740,87,2
239,25,4
881,47,2
460,96,1
455,72,1
713,52,3
850,70,2
321,94,4
511,11,1
731,76,2
170,33,0
813,38,2
591,5,3
798,50,2
258,30,4
760,83,2
840,46,2
8,100,0
64,19,0
734,38,2
445,89,1
829,27,2
866,14,2
452,54,1
43,26,0
355,83,4
706,15,3
256,2,4
108,15,0
149,22,0
679,74,3
599,16,3
27,30,0
166,91,0
172,87,0
71,41,0
601,49,3
56,11,0
786,94,2
430,61,1
887,68,2
673,6,3
459,84,1
226,90,4
379,67,1
541,22,3
555,43,3
385,54,1
875,4,2
612,94,3
576,11,3
629,74,3
607,31,3
553,63,3
286,57,4
306,6,4
343,48,4
201,50,4
849,59,2
197,60,4
513,20,1
505,48,1
277,42,4
128,63,0
552,46,3
242,59,4
800,29,2
289,9,4
685,87,3
253,14,4
210,46,4
577,63,3
497,90,1
557,30,3
411,15,1
166,54,0
105,53,0
774,72,2
15,40,0
483,81,1
576,33,3
372,12,1
297,58,4
84,21,0
410,27,1
200,17,4
566,18,3
590,9,3
301,66,4
83,40,0
748,26,2
348,74,4
775,98,2
206,69,4
514,24,1
527,86,1
81,51,0
649,53,3
636,81,3
638,86,3
896,40,2
201,37,4
578,43,3
691,24,3
647,65,3
317,95,4
201,7,4
403,25,1
771,18,2
544,75,3
549,25,3
82,35,0
516,49,1
845,36,2
482,58,1
1,70,0
367,93,1
149,60,0
262,55,4
575,48,3
192,42,4
801,21,2
444,18,1
814,29,2
847,93,2
478,16,1
842,14,2
880,74,2
546,59,3
336,73,4
163,27,0
218,68,4
805,35,2
174,92,0
763,20,2
639,41,3
458,19,1
575,64,3
561,68,3
45,20,0
478,45,1
272,90,4
54,50,0
613,57,3
863,30,2
44,73,0
409,67,1
392,100,1
523,13,1
368,21,1
330,12,4
369,100,1
840,25,2
633,42,3
21,6,0
163,63,0
53,25,0
395,32,1
715,96,3
375,39,1
738,82,2
574,25,3
412,56,1
194,60,4
250,77,4
268,45,4
9,39,0
107,81,0
789,57,2
649,54,3
330,98,4
388,73,1
379,71,1
611,37,3
269,18,4
141,32,0
50,1,0
755,87,2
481,8,1
800,47,2
312,61,4
776,8,2
138,97,0
265,56,4
185,37,4
49,82,0
711,76,3
215,77,4
648,85,3
516,6,1
375,54,1
516,72,1
502,83,1
100,14,0
848,89,2
625,100,3
517,34,1
867,93,2
600,81,3
607,32,3
600,51,3
146,38,0
26,6,0
2,38,0
193,49,4
92,13,0
728,82,2
454,7,1
879,27,2
338,11,4
10,20,0
357,79,1
135,58,0
68,52,0
219,66,4
596,2,3
171,85,0
166,43,0
650,19,3
136,97,0
97,47,0
794,91,2
62,93,0
265,5,4
222,39,4
510,25,1
189,45,4
223,6,4
400,53,1
46,75,0
198,9,4
175,74,0
522,99,1
331,12,4
428,77,1
884,12,2
505,23,1
17,6,0
69,64,0
853,75,2
853,85,2
886,49,2
293,32,4
428,1,1
601,69,3
771,22,2
540,29,3
842,98,2
560,56,3
270,58,4
855,85,2
252,69,4
198,63,4
230,58,4
189,63,4
415,4,1
184,93,4
343,11,4
686,17,3
138,9,0
59,28,0
332,54,4
35,18,0
762,33,2
294,95,4
331,73,4
18,15,0
467,94,1
690,7,3
446,1,1
314,70,4
681,74,3
63,10,0
686,95,3
768,60,2
435,28,1
830,31,2
97,26,0
146,80,0
477,4,1
878,36,2
256,77,4
72,26,0
740,61,2
197,20,4
457,10,1
803,75,2
58,12,0
645,7,3
499,27,1
333,53,4
760,34,2
90,49,0
73,70,0
890,75,2
398,20,1
876,53,2
586,77,3
77,96,0
832,26,2
611,39,3
637,58,3
832,86,2
713,90,3
246,26,4
360,27,1
374,72,1
785,25,2
738,69,2
585,50,3
171,31,0
504,84,1
459,47,1
517,54,1
383,95,1
496,68,1
191,54,4
295,99,4
508,22,1
498,50,1
895,40,2
41,78,0
206,96,4
672,20,3
845,21,2
471,99,1
426,52,1
522,57,1
833,23,2
314,62,4
712,70,3
53,61,0
594,33,3
268,68,4
81,89,0
634,46,3
507,31,1
758,64,2
568,24,3
474,27,1
91,49,0
679,20,3
501,29,1
12,97,0
739,21,2
807,16,2
341,28,4
771,81,2
96,41,0
587,68,3
99,24,0
155,77,0
570,57,3
743,100,2
811,64,2
513,44,1
234,1,4
421,87,1
689,49,3
688,55,3
143,90,0
439,100,1
286,65,4
624,86,3
131,62,0
404,45,1
145,30,0
444,53,1
123,76,0
96,92,0
654,40,3
523,21,1
89,73,0
321,14,4
490,71,1
228,35,4
813,83,2
242,43,4
797,1,2
164,3,0
895,69,2
453,6,1
884,60,2
627,53,3
360,74,1
197,97,4
652,78,3
4,98,0
546,42,3
375,71,1
322,12,4
299,86,4
116,60,0
832,71,2
873,29,2
680,49,3
168,4,0
763,49,2
538,61,3
225,72,4
347,41,4
411,40,1
283,77,4
683,98,3
695,50,3
236,85,4
828,1,2
325,17,4
22,51,0
850,42,2
814,51,2
502,69,1
259,41,4
385,81,1
194,93,4
357,15,1
242,47,4
172,78,0
722,41,2
45,97,0
249,31,4
758,7,2
855,85,2
431,97,1
661,32,3
524,90,1
368,51,1
709,69,3
478,12,1
137,68,0
269,16,4
100,30,0
772,83,2
243,22,4
68,94,0
563,38,3
82,9,0
758,34,2
580,17,3
63,10,0
555,96,3
322,97,4
158,36,0
577,10,3
11,66,0
624,9,3
204,48,4
666,30,3
851,85,2
194,4,4
812,81,2
647,29,3
409,58,1
37,81,0
512,22,1
157,16,0
518,88,1
259,31,4
346,16,4
73,36,0
767,92,2
843,25,2
248,23,4
272,57,4
802,22,2
562,67,3
160,10,0
759,13,2
783,16,2
79,32,0
278,73,4
310,51,4
595,92,3
287,2,4
393,23,1
238,78,4
565,39,3
607,12,3
735,95,2
