X,Y,C
336,35,1
42,100,3
504,55,0
262,39,1
734,99,4
527,33,0
78,55,3
513,2,0
276,14,1
412,91,0
654,65,2
41,9,3
806,100,4
91,20,3
641,3,2
162,23,3
880,73,4
748,85,4
510,13,0
824,15,4
611,92,2
77,53,3
845,82,4
683,90,2
552,58,2
401,66,0
499,76,0
9,8,3
56,11,3
154,76,3
328,40,1
192,17,1
201,66,1
149,21,3
424,30,0
421,34,0
698,35,2
83,39,3
897,64,4
247,57,1
178,67,3
25,18,3
345,82,1
486,82,0
495,32,0
189,51,1
806,32,4
864,96,4
243,82,1
186,71,1
186,87,1
894,27,4
346,29,1
735,47,4
630,26,2
321,67,1
370,16,0
839,93,4
268,50,1
198,76,1
438,75,0
770,52,4
773,84,4
456,16,0
466,47,0
177,76,3
77,45,3
877,12,4
105,12,3
698,53,2
281,71,1
443,68,0
304,25,1
638,17,2
809,23,4
497,99,0
609,34,2
42,72,3
539,2,0
410,76,0
110,64,3
28,27,3
621,94,2
263,79,1
500,93,0
278,81,1
338,51,1
804,82,4
441,38,0
780,35,4
820,73,4
516,82,0
190,50,1
374,86,0
340,66,1
636,21,2
271,43,1
726,100,4
554,49,2
383,95,0
763,33,4
407,85,0
707,16,2
243,57,1
2,59,3
361,38,1
578,98,2
136,9,3
846,29,4
816,30,4
684,37,2
735,62,4
212,51,1
390,25,0
351,64,1
837,66,4
544,44,2
723,82,4
286,68,1
900,66,4
892,70,4
327,99,1
407,33,0
25,55,3
769,5,4
277,51,1
451,49,0
465,25,0
856,34,4
414,83,0
700,46,2
515,89,0
517,62,0
562,88,2
125,61,3
450,31,0
578,19,2
764,21,4
326,37,1
621,40,2
485,81,0
195,95,1
230,1,1
371,1,0
691,69,2
343,67,1
169,4,3
601,27,2
704,16,2
84,76,3
638,88,2
549,20,2
366,82,0
856,17,4
342,51,1
287,36,1
318,25,1
120,37,3
100,94,3
530,30,0
298,44,1
252,34,1
559,43,2
271,13,1
400,56,0
530,27,0
264,82,1
170,10,3
717,71,2
369,71,0
68,5,3
263,14,1
597,82,2
872,58,4
665,58,2
682,1,2
720,47,2
541,71,0
395,17,0
394,92,0
459,63,0
359,51,1
848,54,4
330,16,1
873,29,4
371,21,0
629,21,2
317,48,1
788,56,4
836,99,4
778,89,4
558,42,2
758,76,4
404,69,0
849,25,4
238,9,1
103,67,3
641,51,2
670,63,2
272,6,1
60,88,3
515,96,0
602,53,2
653,49,2
266,92,1
263,55,1
759,30,4
273,20,1
8,100,3
582,65,2
649,23,2
879,71,4
674,30,2
723,20,4
535,94,0
766,15,4
629,34,2
67,90,3
357,91,1
242,40,1
464,84,0
720,59,2
731,41,4
564,85,2
634,65,2
129,21,3
98,61,3
802,32,4
30,75,3
542,80,0
252,17,1
829,51,4
140,96,3
772,81,4
875,51,4
742,56,4
736,10,4
120,18,3
473,38,0
242,15,1
398,36,0
18,85,3
860,56,4
329,19,1
361,59,1
140,76,3
274,3,1
289,21,1
461,65,0
75,12,3
46,19,3
68,61,3
225,99,1
26,67,3
726,30,4
199,13,1
721,29,2
304,19,1
298,27,1
42,21,3
30,59,3
371,54,0
433,50,0
251,94,1
697,42,2
282,37,1
221,43,1
623,27,2
402,17,0
303,36,1
612,39,2
13,88,3
300,83,1
796,75,4
284,33,1
521,32,0
176,40,3
293,96,1
540,98,0
481,97,0
276,67,1
106,36,3
637,60,2
389,75,0
669,2,2
268,78,1
372,8,0
399,79,0
218,74,1
589,87,2
703,76,2
104,24,3
584,8,2
667,4,2
796,88,4
815,8,4
117,72,3
487,75,0
825,84,4
595,46,2
611,9,2
66,86,3
10,42,3
379,58,0
279,61,1
124,43,3
252,59,1
269,94,1
209,74,1
586,30,2
723,81,4
133,25,3
758,82,4
216,55,1
52,75,3
44,60,3
634,95,2
84,58,3
790,96,4
642,26,2
293,58,1
775,20,4
496,95,0
57,80,3
880,80,4
772,65,4
732,11,4
181,40,3
253,25,1
361,77,1
52,75,3
190,23,1
864,100,4
681,49,2
625,23,2
169,26,3
502,23,0
253,98,1
799,14,4
880,98,4
230,62,1
679,46,2
898,93,4
719,28,2
221,19,1
414,67,0
494,68,0
15,21,3
632,29,2
287,11,1
170,54,3
606,81,2
35,16,3
11,23,3
413,49,0
562,100,2
79,23,3
419,6,0
129,4,3
280,20,1
751,29,4
855,96,4
622,75,2
225,40,1
614,8,2
548,20,2
705,93,2
373,60,0
427,32,0
712,65,2
606,47,2
103,100,3
370,87,0
463,65,0
478,74,0
238,4,1
372,26,0
130,58,3
316,36,1
825,27,4
349,79,1
525,66,0
155,44,3
617,71,2
404,28,0
670,37,2
213,39,1
467,80,0
832,72,4
279,18,1
35,81,3
776,12,4
317,56,1
515,18,0
109,80,3
682,98,2
789,74,4
354,37,1
224,88,1
715,50,2
344,92,1
408,78,0
561,86,2
578,50,2
762,76,4
668,11,2
821,31,4
644,3,2
326,67,1
51,16,3
115,19,3
525,73,0
361,8,1
80,83,3
472,77,0
537,21,0
332,61,1
102,25,3
615,54,2
762,93,4
361,39,1
409,36,0
870,8,4
482,1,0
89,38,3
788,89,4
232,31,1
201,61,1
233,95,1
304,49,1
584,70,2
106,26,3
51,18,3
601,68,2
639,37,2
706,68,2
299,64,1
879,64,4
784,52,4
44,52,3
390,73,0
842,14,4
486,1,0
282,49,1
842,43,4
245,42,1
830,42,4
290,76,1
218,60,1
648,28,2
370,84,0
460,52,0
24,51,3
169,6,3
801,53,4
872,14,4
851,59,4
86,64,3
280,14,1
604,53,2
554,76,2
864,37,4
464,38,0
329,13,1
22,65,3
798,60,4
211,99,1
559,97,2
463,88,0
368,20,0
731,63,4
788,1,4
284,26,1
5,85,3
430,45,0
496,62,0
324,42,1
628,55,2
452,70,0
830,3,4
400,41,0
269,43,1
614,82,2
382,17,0
724,6,4
473,86,0
219,54,1
137,62,3
373,44,0
110,72,3
602,36,2
637,53,2
56,16,3
188,73,1
721,27,2
73,49,3
370,11,0
866,71,4
733,14,4
759,34,4
115,74,3
872,12,4
817,54,4
438,2,0
646,94,2
869,87,4
658,25,2
342,19,1
610,17,2
375,76,0
148,60,3
896,78,4
850,2,4
261,51,1
558,78,2
743,77,4
208,29,1
495,73,0
538,89,0
384,81,0
154,2,3
209,3,1
701,17,2
340,94,1
163,93,3
82,69,3
708,42,2
118,62,3
592,66,2
874,68,4
841,68,4
444,80,0
872,10,4
749,15,4
688,85,2
195,45,1
810,28,4
315,49,1
632,46,2
191,63,1
793,8,4
191,59,1
217,49,1
537,88,0
334,15,1
167,81,3
632,69,2
409,68,0
143,87,3
332,6,1
663,65,2
892,70,4
644,41,2
257,41,1
550,67,2
319,2,1
236,68,1
585,72,2
774,24,4
485,15,0
771,4,4
588,95,2
812,7,4
583,9,2
707,96,2
20,32,3
658,11,2
439,36,0
93,79,3
467,17,0
204,18,1
344,21,1
633,45,2
64,56,3
733,73,4
273,23,1
1,78,3
570,57,2
313,35,1
687,85,2
858,15,4
409,67,0
644,6,2
163,4,3
410,23,0
797,98,4
730,96,4
167,94,3
710,76,2
816,65,4
237,14,1
63,43,3
806,62,4
69,89,3
144,28,3
80,68,3
227,86,1
165,39,3
521,17,0
145,43,3
307,48,1
625,39,2
288,1,1
258,25,1
538,51,0
751,50,4
770,11,4
641,90,2
325,25,1
831,54,4
432,22,0
8,35,3
37,65,3
169,76,3
681,91,2
200,66,1
588,15,2
153,94,3
159,97,3
304,87,1
269,62,1
349,81,1
883,3,4
734,75,4
548,90,2
149,68,3
436,47,0
151,1,3
645,70,2
867,38,4
229,34,1
447,71,0
653,12,2
331,52,1
544,76,2
736,65,4
718,45,2
250,75,1
180,46,3
338,33,1
137,37,3
291,78,1
263,43,1
458,82,0
535,25,0
590,51,2
634,7,2
374,5,0
206,92,1
449,15,0
339,20,1
4,45,3
291,73,1
360,8,1
699,9,2
680,4,2
428,74,0
557,93,2
52,27,3
438,82,0
383,38,0
293,46,1
817,37,4
517,43,0
792,85,4
539,18,0
839,86,4
741,32,4
325,63,1
651,99,2
463,36,0
11,28,3
794,73,4
563,38,2
488,98,0
205,47,1
17,50,3
237,33,1
477,62,0
470,62,0
843,32,4
589,36,2
595,2,2
109,45,3
650,97,2
647,11,2
302,97,1
462,21,0
595,82,2
50,68,3
657,45,2
542,32,0
485,85,0
722,57,2
634,30,2
236,24,1
452,59,0
399,87,0
144,94,3
268,85,1
669,59,2
242,54,1
369,54,0
633,37,2
669,47,2
355,86,1
686,63,2
80,51,3
507,56,0
26,56,3
574,3,2
117,4,3
139,70,3
234,24,1
257,74,1
260,82,1
127,3,3
436,15,0
573,96,2
245,15,1
872,9,4
91,27,3
525,25,0
755,7,4
315,61,1
785,21,4
39,12,3
379,27,0
447,70,0
607,63,2
440,71,0
784,51,4
217,29,1
404,7,0
807,62,4
406,98,0
197,8,1
788,85,4
342,44,1
439,8,0
379,65,0
137,30,3
777,6,4
313,31,1
77,16,3
883,27,4
587,11,2
716,64,2
487,33,0
672,25,2
177,66,3
790,45,4
570,88,2
1,21,3
84,70,3
289,69,1
373,67,0
784,30,4
513,46,0
494,10,0
605,61,2
116,100,3
355,88,1
271,95,1
506,41,0
308,98,1
667,28,2
401,47,0
168,94,3
564,5,2
787,13,4
13,16,3
489,20,0
317,97,1
662,22,2
89,34,3
746,86,4
92,39,3
852,38,4
18,1,3
95,51,3
681,70,2
787,94,4
874,12,4
638,27,2
323,23,1
887,82,4
205,23,1
658,77,2
127,45,3
10,56,3
87,82,3
824,48,4
211,52,1
751,57,4
372,4,0
27,95,3
597,80,2
250,53,1
847,95,4
417,26,0
609,49,2
355,11,1
895,72,4
599,64,2
680,44,2
733,88,4
281,76,1
214,71,1
285,43,1
220,66,1
885,77,4
396,83,0
673,84,2
307,49,1
78,93,3
37,18,3
295,16,1
335,96,1
427,44,0
219,58,1
848,86,4
131,64,3
141,39,3
185,98,1
571,6,2
660,17,2
889,21,4
881,83,4
692,47,2
253,51,1
348,36,1
609,28,2
84,46,3
366,45,0
793,78,4
710,57,2
471,22,0
445,92,0
353,1,1
880,54,4
528,59,0
791,13,4
466,21,0
345,68,1
132,95,3
476,86,0
153,56,3
674,23,2
879,63,4
542,69,0
891,95,4
654,73,2
99,21,3
518,2,0
428,15,0
844,39,4
58,74,3
274,78,1
163,24,3
800,92,4
628,38,2
223,26,1
387,48,0
223,96,1
686,81,2
334,10,1
380,87,0
83,52,3
860,85,4
469,10,0
169,9,3
511,81,0
270,37,1
887,47,4
164,74,3
22,75,3
862,19,4
859,87,4
96,63,3
492,54,0
817,66,4
872,10,4
560,5,2
294,74,1
187,42,1
679,44,2
853,23,4
624,14,2
261,17,1
655,69,2
331,15,1
826,27,4
166,88,3
273,77,1
767,57,4
454,68,0
298,7,1
191,31,1
25,49,3
356,60,1
859,81,4
143,20,3
895,18,4
259,27,1
843,72,4
793,54,4
810,80,4
453,44,0
895,73,4
378,15,0
71,30,3
417,64,0
313,68,1
229,79,1
330,38,1
131,58,3
539,28,0
720,74,2
82,57,3
643,42,2
789,51,4
721,42,2
122,93,3
141,32,3
780,29,4
221,25,1
9,80,3
140,51,3
444,27,0
245,18,1
623,69,2
646,52,2
875,72,4
73,65,3
325,47,1
186,49,1
634,6,2
451,71,0
291,93,1
395,97,0
233,20,1
829,89,4
154,57,3
423,49,0
508,1,0
781,13,4
116,58,3
849,45,4
298,7,1
822,17,4
806,48,4
758,74,4
118,68,3
660,8,2
201,16,1
526,86,0
478,45,0
803,66,4
804,34,4
33,9,3
513,82,0
509,82,0
828,99,4
477,45,0
664,49,2
261,55,1
17,53,3
351,52,1
608,90,2
897,61,4
247,88,1
118,55,3
172,45,3
198,95,1
682,40,2
744,81,4
474,51,0
172,27,3
722,97,2
87,2,3
443,21,0
468,83,0
622,18,2
348,59,1
611,78,2
690,14,2
454,69,0
232,84,1
545,48,2
31,40,3
223,23,1
192,75,1
222,51,1
648,78,2
860,28,4
495,11,0
14,16,3
46,36,3
314,5,1
507,68,0
892,21,4
887,71,4
794,50,4
481,52,0
694,91,2
480,55,0
321,6,1
272,99,1
767,1,4
755,87,4
478,10,0
375,84,0
181,41,3
658,99,2
707,41,2
154,22,3
771,53,4
3,68,3
269,28,1
770,26,4
193,68,1
694,6,2
643,52,2
502,76,0
12,59,3
560,41,2
414,60,0
3,57,3
311,27,1
591,6,2
548,83,2
427,53,0
183,52,1
898,56,4
740,44,4
27,60,3
377,88,0
594,53,2
390,76,0
85,56,3
610,33,2
845,17,4
336,73,1
882,75,4
638,28,2
487,17,0
379,98,0
845,2,4
896,17,4
38,41,3
95,44,3
869,53,4
558,7,2
189,31,1
782,37,4
853,44,4
366,75,0
237,64,1
789,100,4
154,40,3
692,79,2
513,28,0
716,39,2
545,49,2
532,7,0
508,26,0
278,73,1
441,55,0
763,46,4
816,21,4
687,22,2
195,97,1
267,23,1
617,62,2
718,12,2
566,50,2
222,49,1
88,57,3
686,88,2
58,92,3
441,12,0
785,39,4
88,65,3
824,9,4
495,24,0
357,36,1
546,99,2
177,81,3
765,71,4
149,90,3
827,58,4
446,55,0
71,27,3
615,24,2
302,42,1
445,86,0
566,42,2
6,35,3
739,20,4
279,96,1
525,45,0
733,73,4
255,16,1
354,68,1
198,48,1
54,77,3
544,83,2
737,90,4
853,13,4
861,32,4
426,8,0
832,51,4
166,16,3
107,85,3
74,88,3
554,77,2
681,92,2
365,55,0
525,93,0
9,4,3
456,62,0
324,18,1
776,40,4
298,90,1
193,2,1
50,66,3
20,52,3
264,12,1
190,81,1
388,67,0
77,25,3
778,44,4
530,78,0
452,28,0
21,3,3
708,29,2
121,25,3
663,41,2
643,85,2
57,95,3
502,31,0
581,68,2
308,36,1
774,16,4
865,21,4
851,73,4
66,61,3
853,49,4
320,68,1
742,31,4
362,73,1
755,2,4
488,91,0
558,56,2
862,14,4
863,52,4
288,59,1
73,41,3
61,28,3
562,72,2
595,71,2
475,68,0
556,13,2
136,6,3
143,64,3
673,31,2
410,36,0
378,54,0
501,19,0
614,14,2
255,19,1
747,96,4
230,59,1
273,27,1
861,76,4
267,85,1
542,51,0
467,61,0
780,57,4
699,25,2
166,39,3
745,84,4
626,33,2
90,14,3
348,4,1
293,35,1
544,38,2
536,52,0
86,67,3
723,39,4
477,36,0
405,23,0
477,31,0
677,68,2
723,39,4
218,66,1
401,61,0
401,9,0
327,82,1
772,69,4
653,96,2
751,41,4
245,71,1
404,82,0
186,19,1
143,33,3
16,35,3
128,43,3
755,87,4
407,92,0
733,56,4
131,73,3
405,31,0
620,66,2
235,16,1
145,12,3
698,32,2
441,96,0
102,60,3
887,81,4
266,72,1
662,64,2
690,29,2
633,55,2
97,69,3
852,78,4
852,8,4
358,86,1
82,80,3
707,35,2
120,96,3
441,97,0
596,64,2
877,24,4
650,55,2
754,97,4
460,61,0
496,58,0
715,52,2
796,46,4
719,23,2
699,58,2
253,31,1
343,97,1
197,4,1
333,54,1
643,63,2
107,42,3
827,3,4
773,17,4
410,12,0
298,26,1
572,87,2
267,36,1
729,42,4
702,39,2
658,35,2
522,79,0
193,16,1
1,5,3
301,49,1
730,88,4
864,83,4
887,90,4
534,42,0
382,92,0
737,10,4
759,73,4
62,76,3
863,96,4
799,1,4
854,77,4
53,63,3
702,23,2
413,98,0
272,79,1
111,99,3
296,5,1
203,40,1
459,51,0
304,76,1
154,10,3
98,83,3
220,79,1
189,31,1
366,65,0
465,29,0
25,12,3
791,41,4
640,40,2
895,49,4
589,57,2
667,14,2
27,15,3
167,4,3
225,71,1
393,98,0
832,67,4
692,39,2
44,37,3
88,46,3
122,21,3
565,73,2
320,41,1
318,92,1
35,65,3
114,25,3
365,25,0
603,79,2
493,43,0
104,88,3
507,67,0
408,96,0
190,22,1
676,27,2
296,45,1
232,71,1
731,59,4
424,94,0
453,55,0
780,59,4
601,45,2
683,17,2
532,35,0
772,24,4
335,65,1
621,2,2
249,35,1
719,72,2
244,48,1
633,81,2
893,47,4
782,54,4
669,68,2
56,61,3
479,89,0
721,2,2
516,63,0
277,35,1
770,30,4
100,29,3
749,50,4
781,19,4
192,13,1
727,100,4
641,12,2
628,7,2
615,88,2
97,45,3
250,20,1
486,51,0
796,13,4
327,80,1
516,11,0
490,88,0
24,26,3
267,76,1
541,21,0
451,57,0
670,31,2
98,20,3
875,81,4
846,74,4
805,8,4
649,1,2
513,7,0
20,5,3
149,24,3
680,67,2
333,45,1
451,61,0
113,44,3
303,79,1
121,29,3
711,28,2
245,98,1
353,63,1
305,20,1
342,43,1
182,2,3
48,38,3
865,46,4
61,20,3
325,84,1
340,91,1
169,86,3
49,29,3
526,100,0
15,18,3
139,71,3
75,73,3
335,17,1
290,49,1
310,48,1
786,38,4
678,58,2
68,38,3
855,15,4
109,88,3
698,7,2
633,92,2
738,65,4
73,12,3
420,69,0
426,34,0
858,69,4
303,29,1
377,9,0
350,29,1
831,36,4
775,27,4
209,90,1
258,11,1
35,64,3
75,14,3
573,35,2
42,17,3
129,40,3
586,22,2
657,72,2
667,24,2
811,4,4
860,74,4
875,98,4
122,57,3
502,60,0
217,54,1
515,64,0
42,3,3
674,65,2
803,37,4
610,98,2
2,9,3
105,26,3
524,21,0
219,40,1
845,51,4
649,59,2
262,18,1
878,57,4
100,50,3
448,49,0
797,39,4
150,63,3
790,9,4
710,52,2
441,52,0
573,84,2
678,82,2
859,78,4
818,52,4
868,54,4
665,71,2
455,33,0
542,63,0
831,67,4
872,78,4
762,13,4
566,55,2
394,92,0
643,46,2
391,75,0
85,61,3
189,39,1
190,37,1
108,15,3
833,67,4
476,45,0
188,47,1
662,27,2
687,15,2
250,37,1
494,31,0
803,49,4
893,23,4
469,58,0
691,18,2
666,14,2
816,73,4
403,51,0
168,47,3
31,96,3
17,16,3
501,66,0
147,66,3
720,22,2
150,40,3
805,54,4
4,14,3
666,49,2
761,38,4
599,45,2
576,12,2
540,24,0
253,41,1
217,84,1
818,46,4
171,53,3
745,14,4
182,94,3
688,36,2
558,71,2
244,67,1
711,20,2
120,2,3
284,43,1
611,88,2
412,36,0
655,56,2
696,53,2
343,33,1
388,23,0
4,27,3
116,51,3
734,80,4
444,16,0
547,12,2
97,84,3
834,65,4
173,84,3
101,5,3
601,50,2
235,98,1
623,32,2
711,34,2
201,54,1
554,88,2
308,29,1
414,47,0
710,82,2
468,40,0
392,100,0
254,35,1
712,97,2
420,39,0
560,88,2
83,82,3
496,4,0
337,74,1
868,57,4
577,13,2
123,31,3
120,12,3
57,5,3
306,49,1
160,72,3
192,39,1
843,84,4
883,96,4
116,98,3
742,85,4
379,93,0
242,91,1
557,84,2
120,40,3
230,14,1
34,88,3
335,35,1
451,66,0
199,39,1
321,37,1
900,79,4
197,66,1
650,94,2
827,3,4
445,76,0
399,48,0
227,89,1
618,96,2
185,38,1
419,96,0
541,39,0
395,63,0
817,82,4
481,18,0
880,84,4
252,27,1
610,91,2
89,51,3
328,90,1
678,47,2
325,12,1
699,67,2
398,29,0
355,82,1
716,32,2
817,90,4
17,63,3
491,30,0
579,68,2
655,79,2
349,19,1
227,48,1
775,62,4
699,45,2
130,28,3
137,22,3
887,26,4
125,56,3
799,50,4
838,22,4
560,64,2
582,91,2
305,88,1
695,74,2
1,64,3
223,21,1
482,6,0
834,88,4
318,6,1
158,94,3
304,39,1
16,92,3
66,39,3
388,89,0
224,73,1
739,99,4
882,82,4
376,92,0
254,43,1
670,59,2
15,7,3
782,4,4
321,41,1
474,7,0
704,52,2
234,98,1
50,51,3
699,32,2
345,21,1
780,37,4
87,24,3
691,32,2
221,20,1
71,37,3
319,11,1
607,75,2
37,5,3
827,70,4
114,75,3
145,39,3
226,1,1
685,1,2
636,96,2
687,2,2
592,44,2
426,60,0
295,62,1
741,23,4
340,36,1
77,6,3
91,6,3
332,76,1
587,100,2
307,35,1
342,39,1
766,21,4
328,81,1
682,36,2
591,19,2
308,75,1
650,48,2
205,36,1
164,73,3
143,32,3
633,73,2
693,89,2
154,4,3
837,84,4
552,34,2
534,22,0
286,14,1
630,91,2
658,27,2
257,78,1
369,38,0
786,33,4
68,97,3
151,46,3
35,88,3
390,57,0
203,35,1
400,72,0
175,80,3
490,82,0
318,1,1
861,76,4
817,73,4
205,45,1
815,60,4
802,15,4
17,39,3
568,52,2
284,58,1
25,60,3
488,86,0
153,55,3
705,29,2
674,5,2
622,47,2
242,47,1
56,53,3
244,19,1
223,77,1
795,16,4
713,51,2
572,77,2
616,48,2
193,45,1
100,89,3
826,26,4
270,8,1
64,88,3
200,24,1
785,30,4
493,35,0
173,54,3
598,59,2
710,71,2
256,3,1
360,30,1
438,95,0
835,77,4
69,18,3
880,56,4
431,70,0
819,15,4
422,64,0
851,58,4
865,38,4
78,32,3
736,91,4
867,71,4
556,13,2
319,76,1
789,29,4
576,75,2
312,57,1
755,44,4
525,34,0
526,98,0
699,58,2
173,89,3
69,51,3
628,5,2
652,57,2
526,56,0
198,36,1
892,29,4
410,27,0
499,22,0
137,5,3
813,79,4
713,49,2
67,48,3
615,84,2
281,24,1
614,74,2
94,36,3
523,46,0
610,86,2
631,78,2
190,11,1
746,63,4
624,98,2
467,95,0
464,76,0
175,76,3
432,9,0
712,65,2
25,82,3
745,87,4
838,93,4
7,15,3
324,70,1
74,70,3
59,15,3
601,74,2
795,93,4
526,95,0
349,98,1
797,86,4
548,89,2
837,31,4
151,8,3
324,18,1
528,42,0
89,96,3
370,50,0
201,73,1
17,83,3
280,44,1
438,29,0
260,86,1
56,91,3
663,94,2
776,47,4
309,36,1
515,59,0
575,38,2
61,85,3
513,31,0
34,96,3
430,29,0
706,38,2
830,42,4
492,51,0
681,87,2
146,83,3
542,22,0
299,84,1
234,19,1
280,27,1
888,17,4
721,85,2
227,72,1
769,62,4
449,55,0
873,1,4
781,67,4
46,82,3
770,41,4
31,69,3
183,92,1
740,46,4
812,23,4
28,30,3
83,76,3
519,40,0
306,23,1
127,37,3
491,38,0
756,75,4
741,93,4
402,91,0
686,89,2
872,23,4
559,83,2
14,24,3
394,91,0
365,93,0
630,94,2
882,28,4
712,89,2
80,48,3
861,64,4
78,100,3
312,35,1
419,99,0
370,12,0
765,52,4
832,11,4
388,25,0
737,47,4
401,1,0
166,30,3
726,39,4
87,33,3
338,22,1
401,65,0
729,3,4
46,90,3
92,75,3
284,81,1
114,82,3
655,83,2
31,17,3
758,23,4
439,37,0
674,62,2
312,7,1
397,73,0
252,54,1
158,55,3
38,46,3
553,24,2
421,12,0
848,29,4
647,55,2
773,14,4
412,92,0
885,24,4
562,2,2
728,82,4
134,14,3
626,43,2
74,75,3
102,87,3
613,86,2
306,19,1
415,10,0
514,71,0
316,75,1
789,18,4
799,37,4
482,2,0
158,97,3
576,55,2
818,50,4
374,60,0
872,48,4
374,53,0
435,78,0
355,46,1
806,6,4
560,20,2
493,91,0
172,27,3
655,51,2
496,25,0
661,67,2
264,21,1
814,33,4
590,77,2
535,63,0
327,79,1
432,92,0
30,72,3
400,76,0
762,45,4
78,86,3
267,87,1
876,24,4
718,92,2
5,3,3
359,59,1
105,18,3
157,24,3
253,66,1
795,44,4
578,53,2
159,68,3
658,3,2
777,48,4
771,58,4
189,96,1
442,35,0
679,60,2
364,50,0
393,68,0
623,43,2
597,98,2
519,34,0
724,48,4
733,84,4
409,27,0
689,68,2
297,64,1
420,11,0
602,22,2
340,11,1
674,64,2
543,60,0
897,13,4
29,79,3
360,34,1
166,53,3
245,14,1
203,2,1
732,65,4
366,57,0
679,25,2
463,23,0
131,91,3
758,62,4
765,93,4
755,73,4
99,48,3
532,46,0
827,17,4
232,20,1
374,96,0
816,55,4
523,41,0
69,8,3
83,89,3
611,99,2
580,27,2
842,45,4
792,83,4
131,58,3
560,84,2
27,61,3
36,98,3
667,95,2
665,41,2
259,27,1
816,78,4
794,95,4
393,59,0
185,17,1
367,43,0
392,99,0
342,83,1
406,20,0
85,100,3
468,46,0
73,92,3
727,29,4
357,9,1
509,19,0
9,14,3
786,17,4
522,70,0
205,23,1
389,65,0
762,2,4
292,64,1
478,78,0
649,25,2
257,31,1
529,57,0
143,43,3
393,84,0
523,66,0
620,62,2
687,70,2
75,61,3
264,84,1
173,93,3
579,57,2
205,83,1
69,85,3
329,63,1
225,95,1
45,36,3
822,54,4
403,22,0
261,65,1
381,14,0
854,59,4
661,66,2
74,83,3
712,78,2
341,13,1
306,14,1
795,62,4
34,22,3
747,91,4
183,41,1
309,64,1
187,57,1
596,55,2
826,20,4
744,14,4
654,50,2
597,69,2
284,54,1
758,14,4
588,25,2
327,30,1
486,29,0
388,65,0
187,52,1
451,100,0
742,98,4
363,60,1
71,72,3
45,58,3
338,5,1
486,81,0
896,93,4
834,1,4
25,60,3
303,24,1
641,58,2
339,76,1
417,36,0
284,22,1
819,18,4
160,58,3
52,8,3
784,47,4
406,33,0
472,41,0
46,67,3
42,32,3
842,41,4
286,23,1
77,31,3
405,33,0
394,18,0
124,80,3
1,63,3
112,92,3
754,63,4
159,21,3
192,65,1
585,11,2
311,95,1
627,79,2
391,49,0
858,42,4
321,85,1
894,9,4
356,20,1
792,49,4
622,4,2
383,28,0
263,22,1
270,76,1
783,80,4
834,90,4
566,28,2
851,40,4
663,82,2
838,39,4
639,68,2
249,71,1
45,80,3
822,3,4
313,44,1
327,55,1
880,33,4
120,53,3
423,4,0
327,90,1
58,47,3
769,81,4
859,9,4
13,58,3
833,94,4
31,69,3
781,65,4
270,24,1
724,69,4
59,48,3
661,44,2
819,96,4
830,90,4
608,57,2
801,92,4
656,8,2
503,26,0
654,54,2
414,85,0
865,81,4
16,17,3
362,64,1
801,15,4
553,100,2
585,65,2
649,94,2
806,2,4
522,39,0
691,48,2
701,36,2
514,45,0
106,41,3
156,41,3
106,84,3
525,53,0
128,52,3
502,6,0
103,76,3
379,99,0
835,5,4
788,32,4
216,2,1
726,70,4
847,34,4
436,74,0
758,39,4
331,10,1
791,68,4
178,46,3
289,14,1
869,4,4
6,89,3
503,59,0
521,63,0
794,44,4
622,93,2
499,1,0
852,51,4
288,8,1
391,48,0
867,85,4
197,29,1
24,45,3
58,38,3
507,58,0
356,74,1
842,38,4
72,39,3
423,57,0
531,74,0
404,9,0
656,46,2
833,55,4
323,21,1
754,22,4
42,59,3
726,95,4
91,85,3
268,61,1
373,14,0
770,13,4
712,39,2
24,95,3
873,13,4
819,52,4
457,71,0
484,2,0
191,6,1
879,36,4
534,40,0
758,96,4
853,11,4
285,69,1
419,57,0
140,30,3
27,73,3
67,26,3
133,60,3
747,49,4
464,42,0
818,9,4
818,39,4
71,83,3
754,35,4
531,68,0
332,87,1
7,16,3
334,38,1
879,19,4
754,22,4
638,1,2
646,28,2
723,8,4
41,73,3
311,74,1
589,69,2
347,20,1
119,37,3
22,39,3
792,9,4
714,54,2
579,99,2
152,58,3
267,60,1
623,20,2
745,3,4
638,53,2
407,99,0
730,48,4
350,45,1
558,84,2
848,32,4
893,68,4
10,77,3
761,62,4
812,33,4
531,75,0
715,12,2
91,80,3
440,1,0
397,25,0
406,73,0
851,79,4
503,19,0
894,50,4
76,54,3
378,86,0
872,11,4
726,5,4
150,22,3
875,27,4
391,57,0
119,54,3
437,67,0
544,52,2
44,99,3
807,34,4
659,25,2
668,14,2
153,44,3
192,92,1
138,91,3
852,66,4
707,83,2
132,96,3
888,73,4
730,81,4
494,23,0
90,67,3
10,9,3
100,18,3
33,40,3
130,29,3
731,85,4
28,52,3
559,40,2
791,45,4
483,74,0
268,76,1
563,90,2
887,40,4
445,36,0
773,76,4
552,69,2
220,95,1
454,77,0
303,77,1
844,84,4
815,69,4
566,8,2
303,99,1
347,30,1
237,71,1
600,64,2
890,79,4
800,23,4
810,81,4
553,9,2
871,27,4
534,23,0
382,39,0
68,18,3
779,34,4
78,58,3
540,34,0
541,88,0
763,41,4
115,39,3
524,45,0
394,48,0
297,94,1
12,23,3
578,82,2
156,74,3
